Scan_number,ObjectX,ObjectY,ObjectLenght,ObjectWidth,ObjOrientation,NumerOfPoints
2940.0,5.944874,-5.938181,0.615005,0.170735,80.999992,8.0
2940.0,20.358727,-19.158899,2.057064,1.174294,22.000002,8.0
2940.0,5.332147,-5.570196,0.024001,0.000191,40.0,2.0
2940.0,8.635989,-8.840012,0.193496,0.002792,65.0,3.0
2940.0,9.163164,-9.659821,0.05,0.05,0.0,1.0
2940.0,5.323714,-6.298985,0.176873,0.000893,90.0,2.0
2940.0,10.499516,-11.324985,0.389723,0.012551,100.0,3.0
2940.0,7.85668,-10.209055,2.050024,1.455505,128.0,18.0
2940.0,3.809512,-5.782602,1.051736,0.346856,79.0,20.0
2940.0,17.076139,-19.254271,0.05,0.05,0.0,1.0
2940.0,6.617915,-10.289424,0.522669,0.000105,102.000008,2.0
2940.0,5.811007,-11.41327,0.325438,0.001541,105.0,2.0
2940.0,3.257262,-10.08012,3.72513,1.597921,88.000008,72.0
2940.0,0.984724,-5.891815,1.406557,0.251161,59.0,23.0
2940.0,3.529905,-11.232669,0.515512,0.003676,93.0,2.0
2940.0,0.578776,-9.840954,2.424251,1.901236,42.0,43.0
2940.0,0.252078,-6.391164,0.153355,0.000228,84.999992,2.0
2940.0,2.365942,-24.726011,0.645029,0.166435,26.0,7.0
2940.0,0.629183,-19.841677,2.532066,1.393271,95.000008,21.0
2940.0,-0.831619,13.363974,0.462676,0.436276,22.000002,18.0
2940.0,5.990893,13.951391,0.302618,0.058773,145.0,3.0
2940.0,6.834686,12.746782,0.717022,0.47508,154.0,20.0
2940.0,9.716464,7.580446,0.18687,0.035805,126.000008,11.0
2940.0,22.454605,10.238362,0.249514,0.001872,171.0,2.0
2940.0,17.608295,7.375074,0.030545,9.7e-05,136.0,2.0
2940.0,39.380562,6.970917,4.194447,2.06303,70.0,15.0
2940.0,55.792572,8.67935,1.533592,0.261599,159.0,3.0
2940.0,45.045376,4.737953,1.023857,0.257675,28.999998,4.0
2940.0,35.873947,2.657285,0.800238,0.036617,110.0,4.0
2941.0,-3.983502,-3.752377,1.340944,1.33498,0.0,78.0
2941.0,-1.632861,-3.119861,1.555115,0.378288,0.0,119.0
2941.0,0.189424,-8.396505,0.790781,0.257356,65.0,7.0
2941.0,0.743419,-3.749251,1.559593,1.38781,90.0,105.0
2941.0,2.564467,-3.798391,0.134224,0.038353,73.0,6.0
2941.0,2.677841,-3.338943,0.338267,0.131833,53.0,13.0
2941.0,3.411798,-3.05735,0.541234,0.017792,0.0,9.0
2941.0,5.532249,-3.328418,0.805534,0.491313,0.0,18.0
2941.0,7.926528,-3.343555,0.369787,0.038971,21.0,5.0
2942.0,1.066201,-3.151949,1.370968,0.19826,0.0,65.0
2942.0,3.657158,-3.187416,0.731256,0.292828,0.0,20.0
2942.0,5.206751,-3.53725,0.782084,0.074412,86.0,18.0
2942.0,5.934289,-2.923693,0.764714,0.082443,11.000001,12.0
2942.0,8.197538,-3.244446,1.02905,0.306776,9.0,16.0
2943.0,52.996208,-4.574544,3.462589,1.21196,101.0,9.0
2943.0,42.821655,-3.408521,0.569721,0.001961,68.0,2.0
2943.0,30.955917,-3.223953,0.691449,0.186497,70.0,3.0
2943.0,36.402817,-4.281486,2.766104,0.88904,50.0,6.0
2943.0,20.360317,-3.685756,1.476218,1.154633,90.0,14.0
2943.0,32.290581,-5.245564,0.714921,0.047623,93.0,4.0
2943.0,17.866302,-3.414302,0.202522,0.000977,32.0,2.0
2943.0,34.689178,-6.800095,0.737364,0.102619,126.000008,3.0
2943.0,15.420193,-4.416798,2.236514,0.807377,90.0,32.0
2943.0,52.680588,-11.279932,2.150211,1.167412,86.0,7.0
2943.0,40.368607,-8.725414,0.908205,0.006514,28.0,2.0
2943.0,13.239899,-4.090013,1.780914,1.565753,90.0,27.0
2943.0,22.442108,-5.659814,1.379058,0.039661,90.0,6.0
2943.0,37.248672,-9.250465,0.05,0.05,0.0,1.0
2943.0,10.398232,-4.219794,1.874705,1.108972,90.0,33.0
2943.0,34.525726,-10.942849,2.198953,0.232624,91.999992,14.0
2943.0,8.151204,-4.172866,2.026746,1.205273,90.0,49.0
2943.0,17.719328,-6.601027,0.148018,0.000252,94.0,2.0
2943.0,11.38345,-4.761339,0.187992,0.000148,61.0,2.0
2943.0,8.622673,-4.056185,0.623477,0.102559,38.0,8.0
2943.0,5.713263,-4.173788,2.420717,1.46953,90.0,135.0
2943.0,22.336235,-9.331309,0.173007,0.00057,75.0,2.0
2943.0,27.687431,-11.524669,0.05,0.05,0.0,1.0
2943.0,29.163832,-12.731058,0.237267,0.001091,51.000004,2.0
2943.0,13.943146,-6.443867,0.05,0.05,0.0,1.0
2943.0,11.179688,-5.683676,0.656876,0.346571,90.0,7.0
2943.0,38.891129,-18.844645,3.720234,0.61375,10.0,7.0
2943.0,42.344429,-21.269323,2.209251,0.020214,90.0,5.0
2943.0,6.282794,-4.033068,0.778775,0.195841,45.0,14.0
2943.0,18.035736,-10.291272,1.739814,1.489784,84.0,17.0
2943.0,9.139678,-5.059871,0.05,0.05,0.0,1.0
2943.0,16.175306,-9.882455,0.138024,0.000813,71.0,2.0
2943.0,10.150487,-6.729395,0.458677,0.006183,96.0,4.0
2943.0,6.566735,-5.084002,0.870444,0.27318,72.0,5.0
2943.0,9.172335,-6.107995,0.05,0.05,0.0,1.0
2943.0,3.161216,-5.104797,3.747293,1.666352,90.0,220.0
2943.0,13.378831,-10.00811,2.014973,1.342814,154.999985,15.0
2943.0,8.934144,-6.578749,0.05,0.05,0.0,1.0
2943.0,7.859151,-6.29467,0.548226,0.078691,94.0,7.0
2943.0,11.539547,-9.417306,0.110792,0.00016,57.999996,2.0
2943.0,10.384038,-9.435955,1.179707,0.760298,48.0,11.0
2943.0,5.884254,-5.88737,0.47547,0.077829,90.0,7.0
2943.0,20.384541,-18.589336,1.56638,0.262228,20.0,7.0
2943.0,8.625725,-8.829875,0.27932,0.052273,60.0,4.0
2943.0,5.275518,-6.309809,0.327341,0.061064,90.0,4.0
2943.0,9.074785,-9.639001,0.05,0.05,0.0,1.0
2943.0,10.420413,-11.312154,0.4073,0.003963,102.000008,3.0
2943.0,8.045137,-10.203087,2.375431,0.634037,93.0,20.0
2943.0,3.790514,-5.816507,0.752918,0.515002,52.0,16.0
2943.0,17.078217,-19.242727,0.205446,0.001312,14.0,2.0
2943.0,6.536675,-10.238916,0.642946,0.048374,91.0,3.0
2943.0,5.252084,-9.854966,0.120912,0.000503,80.0,2.0
2943.0,5.354774,-11.188437,1.12459,0.463607,134.0,5.0
2943.0,3.194167,-10.0532,3.641257,1.634329,88.000008,73.0
2943.0,0.923394,-5.941886,1.31131,0.228167,68.999992,22.0
2943.0,0.711572,-10.058185,2.325922,1.692947,91.999992,37.0
2943.0,0.199855,-6.361017,0.190567,0.005571,74.0,3.0
2943.0,0.389969,-8.70821,0.410979,0.01859,37.0,7.0
2943.0,2.333703,-24.79723,0.663415,0.028988,20.0,4.0
2943.0,0.595657,-19.803623,2.441765,1.380037,97.0,25.0
2943.0,-0.884499,13.381772,0.502004,0.442345,14.0,20.0
2943.0,6.01737,14.012754,0.220335,0.106678,144.0,3.0
2943.0,6.713303,12.712491,0.869764,0.58985,133.0,20.0
2943.0,9.63102,7.584094,0.183923,0.053343,118.0,11.0
2943.0,17.522551,7.403771,0.036846,0.000184,27.0,2.0
2943.0,18.805771,7.283062,0.05,0.05,0.0,1.0
2943.0,29.088551,7.110305,0.05,0.05,0.0,1.0
2943.0,39.923946,6.466475,3.736481,3.314924,165.0,18.0
2943.0,55.56274,8.921118,1.372276,0.392963,154.999985,3.0
2943.0,44.928703,4.926428,1.11412,0.240854,49.0,4.0
2943.0,36.311649,1.997402,0.974331,0.14291,120.0,5.0
2944.0,-4.11631,-3.740102,1.399748,1.282505,0.0,73.0
2944.0,-1.731399,-3.210896,1.560155,0.524883,0.0,117.0
2944.0,0.072724,-8.149145,0.293494,0.018639,65.0,5.0
2944.0,0.667108,-3.875326,1.832077,1.453741,90.0,110.0
2944.0,2.468486,-3.827657,0.255813,0.047607,97.0,8.0
2944.0,2.57089,-3.345161,0.365994,0.124686,57.999996,14.0
2944.0,3.297637,-3.059911,0.595906,0.011093,0.0,10.0
2944.0,5.215854,-3.294625,0.709724,0.181256,43.0,17.0
2944.0,7.755375,-3.381044,0.273663,0.047993,31.000002,5.0
2945.0,52.685654,-3.669383,4.897902,1.5177,82.0,14.0
2945.0,42.651535,-3.648527,0.405119,0.002495,42.0,2.0
2945.0,31.130859,-3.140329,0.537716,0.435469,48.0,4.0
2945.0,37.671967,-4.756327,1.914581,1.29891,132.0,6.0
2945.0,24.456278,-3.475978,1.044013,0.335491,76.0,5.0
2945.0,20.323357,-3.638487,1.43523,1.052485,90.0,14.0
2945.0,32.206486,-5.222965,0.49115,0.025311,99.0,3.0
2945.0,17.730026,-3.453377,0.188019,0.000617,34.0,2.0
2945.0,34.530502,-6.625333,0.569069,0.12645,108.999992,3.0
2945.0,15.506063,-4.36305,2.089952,1.043653,90.0,30.0
2945.0,22.990854,-5.711553,1.891722,1.271614,90.0,9.0
2945.0,52.055134,-11.329067,2.256894,0.128876,84.0,7.0
2945.0,42.898697,-8.778228,0.05,0.05,0.0,1.0
2945.0,39.909664,-8.922105,0.291163,0.00111,76.0,2.0
2945.0,13.556621,-3.287243,0.05,0.05,0.0,1.0
2945.0,13.093201,-4.098853,1.798869,1.650289,90.0,27.0
2945.0,37.112305,-9.555717,0.05,0.05,0.0,1.0
2945.0,10.359583,-4.177289,1.824155,1.219495,90.0,32.0
2945.0,34.468357,-11.047916,2.212201,0.263577,91.999992,15.0
2945.0,8.062473,-4.841646,3.362383,1.227068,90.0,70.0
2945.0,17.642147,-6.5651,0.05,0.05,0.0,1.0
2945.0,22.830429,-9.154642,1.306326,0.183603,22.000002,3.0
2945.0,11.372268,-4.700883,0.05,0.05,0.0,1.0
2945.0,8.630806,-4.121308,0.482824,0.165897,40.0,7.0
2945.0,5.59762,-4.581803,3.194688,1.4101,90.0,146.0
2945.0,28.438448,-12.200112,1.871275,0.257319,151.0,3.0
2945.0,23.63681,-10.245593,0.05,0.05,0.0,1.0
2945.0,13.863256,-6.469139,0.05,0.05,0.0,1.0
2945.0,11.211641,-5.734864,0.584972,0.051843,75.0,7.0
2945.0,22.396086,-11.094627,0.05,0.05,0.0,1.0
2945.0,42.380688,-21.212841,1.835581,0.239258,90.0,5.0
2945.0,17.816723,-10.148764,1.702832,1.464451,73.0,17.0
2945.0,37.264832,-19.180441,0.805865,0.395184,80.0,4.0
2945.0,6.234706,-4.051582,0.671795,0.071169,40.0,11.0
2945.0,16.110535,-9.920151,0.171626,7.7e-05,96.0,2.0
2945.0,10.091488,-6.749516,0.440052,0.044582,98.0,4.0
2945.0,6.524634,-4.726225,0.278483,0.047431,35.0,3.0
2945.0,3.102035,-5.144975,3.738133,1.644195,90.0,209.0
2945.0,13.292894,-10.062315,1.947063,1.360655,159.0,15.0
2945.0,8.83188,-6.635803,0.05,0.05,0.0,1.0
2945.0,6.408008,-5.337255,0.422339,0.038122,110.0,3.0
2945.0,10.209715,-10.158802,2.769955,0.486945,90.0,14.0
2945.0,11.404308,-9.447091,0.05,0.05,0.0,1.0
2945.0,20.213917,-18.655775,1.764198,0.23575,24.0,7.0
2945.0,8.621904,-8.819075,0.183698,0.020842,54.0,3.0
2945.0,5.21386,-6.242635,0.41492,0.114152,77.0,6.0
2945.0,9.007091,-9.636073,0.05,0.05,0.0,1.0
2945.0,8.062501,-10.183803,2.356906,0.864843,94.0,26.0
2945.0,3.796526,-5.880616,0.667159,0.59383,32.0,14.0
2945.0,17.050045,-19.214422,0.373484,0.045315,30.0,3.0
2945.0,6.481818,-10.503556,0.093255,0.000517,49.0,2.0
2945.0,5.728762,-11.436717,0.228127,0.000119,97.0,2.0
2945.0,0.881648,-5.943469,1.080926,0.151978,66.0,19.0
2945.0,0.578503,-10.0755,2.204858,1.556809,94.0,35.0
2945.0,0.169321,-6.211264,0.721534,0.044458,80.999992,6.0
2945.0,0.332241,-8.744471,0.369307,0.026968,41.0,6.0
2945.0,2.271687,-21.766157,0.232677,0.001683,122.0,2.0
2945.0,2.188766,-24.81254,0.540751,0.021759,26.0,4.0
2945.0,0.401923,-19.676777,2.206623,1.289235,91.999992,21.0
2945.0,-0.927748,13.379891,0.525703,0.393159,9.0,21.0
2945.0,6.06286,13.892696,0.121358,0.000234,126.000008,2.0
2945.0,6.530735,12.778031,1.140574,0.629035,132.0,22.0
2945.0,9.833271,13.814568,0.367757,0.138481,137.999985,4.0
2945.0,9.575785,7.601602,0.166147,0.093885,148.0,11.0
2945.0,16.178568,7.403261,0.05,0.05,0.0,1.0
2945.0,18.11055,7.371981,1.266483,0.06637,179.0,3.0
2945.0,39.293999,6.950685,4.115488,2.236561,72.0,18.0
2945.0,55.697578,8.807402,1.45015,0.520473,157.0,3.0
2945.0,44.903275,4.823629,1.09409,0.185553,42.0,3.0
2945.0,36.458153,2.198398,0.259418,2.3e-05,103.0,2.0
2946.0,0.958591,-3.169852,1.341006,0.204287,0.0,64.0
2946.0,2.522194,-4.037889,0.548321,0.04986,90.0,7.0
2946.0,3.580864,-3.173842,0.661079,0.291804,0.0,19.0
2946.0,5.111427,-3.563455,0.802601,0.135017,90.0,20.0
2946.0,5.835116,-2.907716,0.698656,0.058427,10.0,12.0
2946.0,8.143253,-3.262098,1.049251,0.449141,0.0,17.0
2947.0,-4.14592,-3.703652,1.254138,1.213735,0.0,68.0
2947.0,-1.828844,-3.167845,1.544264,0.494593,0.0,114.0
2947.0,0.552576,-3.783925,1.651883,1.400092,90.0,109.0
2947.0,2.38384,-3.849822,0.27598,0.07498,90.0,9.0
2947.0,2.444814,-3.350147,0.352272,0.095127,63.000004,16.0
2947.0,3.202292,-3.056964,0.493903,0.014172,0.0,9.0
2947.0,5.209014,-3.35111,0.581845,0.535416,0.0,18.0
2947.0,7.707974,-3.338076,0.353135,0.0524,22.000002,5.0
2948.0,52.878872,-4.412446,3.770875,0.83004,96.0,11.0
2948.0,42.579636,-3.635382,0.698563,0.020798,56.0,3.0
2948.0,31.215151,-3.133473,0.850651,0.520227,30.0,4.0
2948.0,37.155174,-4.108128,0.608833,0.001734,20.0,2.0
2948.0,24.381163,-3.553587,0.994709,0.421015,70.0,5.0
2948.0,20.053324,-3.678746,1.415458,0.798176,90.0,13.0
2948.0,22.714489,-3.500673,0.05,0.05,0.0,1.0
2948.0,34.462978,-5.95342,1.501527,0.14653,88.000008,5.0
2948.0,17.7012,-3.40033,0.424385,0.113373,28.0,3.0
2948.0,15.402494,-4.321751,1.954557,0.997472,90.0,30.0
2948.0,22.879395,-5.563297,1.476578,1.2234,90.0,8.0
2948.0,43.235569,-8.679832,0.05,0.05,0.0,1.0
2948.0,52.011375,-11.305077,1.874308,0.135521,84.0,6.0
2948.0,13.01063,-3.980827,1.756136,1.630733,90.0,26.0
2948.0,39.828518,-8.891349,0.05,0.05,0.0,1.0
2948.0,35.666519,-10.757082,2.836998,2.286596,3.0,18.0
2948.0,10.283871,-4.238659,1.917255,1.209881,90.0,36.0
2948.0,7.977661,-4.810118,3.310248,1.235736,90.0,80.0
2948.0,17.95792,-6.466125,0.788678,0.135285,13.0,3.0
2948.0,22.830709,-9.22552,1.326849,0.002103,11.000001,2.0
2948.0,11.251051,-4.80159,0.18494,0.00633,65.0,3.0
2948.0,13.836193,-5.784429,0.05,0.05,0.0,1.0
2948.0,5.52343,-4.653054,3.308728,1.409517,90.0,146.0
2948.0,8.683169,-4.115832,0.200373,0.111949,35.0,4.0
2948.0,29.152264,-12.558128,0.500339,0.132565,41.0,3.0
2948.0,23.565786,-10.313296,0.05,0.05,0.0,1.0
2948.0,13.772663,-6.610662,0.235921,0.006097,80.999992,3.0
2948.0,11.160769,-5.756798,0.192699,0.005138,78.0,3.0
2948.0,8.84402,-4.796782,0.05,0.05,0.0,1.0
2948.0,22.317759,-11.148831,0.05,0.05,0.0,1.0
2948.0,12.658485,-6.696327,0.05,0.05,0.0,1.0
2948.0,17.704464,-10.173175,1.745829,1.473625,71.0,19.0
2948.0,6.214622,-4.140125,0.43941,0.072181,32.0,8.0
2948.0,16.011217,-9.937497,0.135108,0.000137,57.0,2.0
2948.0,10.010629,-6.756863,0.432677,0.036466,91.0,5.0
2948.0,8.963462,-6.074244,0.05,0.05,0.0,1.0
2948.0,6.339972,-4.803901,0.125373,0.011387,64.0,3.0
2948.0,12.935223,-9.992395,1.405663,1.380263,68.0,14.0
2948.0,3.010709,-5.222753,3.874311,1.614248,90.0,212.0
2948.0,8.596568,-6.573205,0.306533,0.002439,161.999985,2.0
2948.0,6.163199,-5.639002,0.808089,0.561758,90.0,15.0
2948.0,5.654684,-4.96169,0.114141,0.000313,175.0,2.0
2948.0,10.48693,-8.798423,0.123936,0.000861,18.0,2.0
2948.0,11.368041,-9.485832,0.05,0.05,0.0,1.0
2948.0,10.14992,-10.410717,2.356511,0.088366,99.0,12.0
2948.0,20.620846,-18.524855,0.773514,0.071083,12.0,4.0
2948.0,8.809404,-8.840261,0.334566,0.12604,25.0,4.0
2948.0,8.169386,-10.166237,2.452752,1.410061,87.0,34.0
2948.0,16.973623,-19.239025,0.370944,0.065174,36.0,3.0
2948.0,3.785737,-5.446592,0.064233,0.025072,6.0,3.0
2948.0,3.521463,-6.118049,0.425347,0.187791,137.0,6.0
2948.0,12.785038,-20.667065,4.669607,1.745699,88.000008,42.0
2948.0,6.301996,-10.361159,0.433212,0.087566,132.0,3.0
2948.0,5.72846,-11.364639,0.340948,0.002261,72.0,2.0
2948.0,4.960564,-10.747284,0.477833,0.001805,87.0,2.0
2948.0,3.111792,-10.097939,3.71528,1.790425,87.0,71.0
2948.0,3.176378,-9.107525,0.488363,0.155941,44.000004,7.0
2948.0,0.868025,-6.046844,0.835239,0.13548,68.999992,14.0
2948.0,0.513493,-10.139133,2.220484,1.632584,93.0,35.0
2948.0,0.140489,-6.30196,0.458727,0.049374,84.0,5.0
2948.0,0.336634,-8.735242,0.268229,0.0109,33.0,5.0
2948.0,2.116132,-24.830917,0.561147,0.031746,31.000002,4.0
2948.0,0.332712,-19.763737,2.334816,1.318511,91.999992,22.0
2948.0,-1.031904,13.361438,0.520867,0.392372,19.0,21.0
2948.0,5.908844,14.020699,0.465138,0.045187,125.0,3.0
2948.0,6.514834,12.756182,0.807579,0.721889,118.0,21.0
2948.0,9.792936,13.861999,0.367663,0.125189,137.999985,4.0
2948.0,9.475769,7.579832,0.151319,0.075105,112.0,11.0
2948.0,16.141479,9.21814,3.346892,1.468379,65.0,21.0
2948.0,19.991436,10.26598,0.05,0.05,0.0,1.0
2948.0,17.615963,8.840391,0.05,0.05,0.0,1.0
2948.0,17.649208,7.404885,0.549761,0.033072,6.0,3.0
2948.0,28.945019,7.093225,0.05,0.05,0.0,1.0
2948.0,39.92688,6.719254,3.832722,3.757046,75.0,18.0
2948.0,55.415108,8.922874,1.349075,0.416458,154.999985,3.0
2948.0,44.898766,4.863009,0.963642,0.029179,11.000001,3.0
2948.0,37.137264,1.928684,3.553177,0.27388,119.000008,13.0
2949.0,0.805689,-3.119273,1.071233,0.164206,0.0,58.0
2949.0,2.409866,-4.079762,0.425211,0.03981,90.0,9.0
2949.0,3.585581,-3.171496,0.443007,0.333331,0.0,15.0
2949.0,4.995046,-3.532747,0.721297,0.08473,84.0,17.0
2949.0,5.743064,-2.907793,0.717438,0.039837,8.0,12.0
2949.0,8.002402,-3.234554,1.11329,0.29258,10.0,17.0
2950.0,53.001144,-4.0194,3.508772,0.412571,84.999992,8.0
2950.0,42.402287,-3.912905,0.933053,0.14822,77.0,4.0
2950.0,31.008047,-2.896975,0.535906,0.003945,20.0,2.0
2950.0,37.507992,-4.829571,1.796349,0.000845,146.0,2.0
2950.0,24.469032,-3.384201,0.637032,0.630934,166.0,6.0
2950.0,20.135843,-3.665863,1.527086,1.242168,90.0,14.0
2950.0,34.358597,-5.927311,1.25085,0.133942,87.0,5.0
2950.0,17.606203,-3.473825,0.411855,0.0445,30.0,3.0
2950.0,15.287395,-4.346103,2.087942,0.96136,90.0,31.0
2950.0,52.025024,-11.160671,1.946968,0.297935,86.0,7.0
2950.0,22.778358,-5.535141,1.286417,1.161085,91.0,9.0
2950.0,43.206387,-8.827716,0.05,0.05,0.0,1.0
2950.0,12.926031,-4.028761,1.685801,1.628868,90.0,23.0
2950.0,39.747925,-9.016623,0.05,0.05,0.0,1.0
2950.0,36.989128,-9.654784,0.285844,0.001732,93.0,2.0
2950.0,10.225907,-4.246679,1.92943,1.240831,90.0,34.0
2950.0,34.35619,-11.006675,2.256288,0.362362,93.0,18.0
2950.0,7.899498,-4.843051,3.354038,1.20926,90.0,84.0
2950.0,17.51305,-6.589307,0.1548,0.000122,100.0,2.0
2950.0,24.545259,-9.386688,0.05,0.05,0.0,1.0
2950.0,11.224686,-4.83989,0.184388,0.014577,78.0,3.0
2950.0,5.444796,-4.642717,3.302484,1.409837,90.0,149.0
2950.0,22.102219,-9.412606,0.05,0.05,0.0,1.0
2950.0,29.028032,-12.447219,0.242847,0.001503,169.999985,2.0
2950.0,8.649393,-4.286016,0.255857,0.194248,125.0,3.0
2950.0,13.717371,-6.585256,0.337636,0.076413,91.999992,4.0
2950.0,38.702751,-19.1294,3.682804,0.425755,5.0,7.0
2950.0,12.583952,-6.542391,0.344308,0.055843,98.0,4.0
2950.0,22.23126,-11.404707,0.05,0.05,0.0,1.0
2950.0,17.595829,-10.233582,1.38202,1.22735,80.0,15.0
2950.0,6.214063,-4.527005,0.776166,0.22878,90.0,10.0
2950.0,15.503454,-10.048059,0.985994,0.065145,12.0,3.0
2950.0,9.947061,-6.770164,0.418158,0.041595,88.000008,5.0
2950.0,12.926373,-9.866718,1.381952,1.072359,158.0,12.0
2950.0,3.110366,-3.721415,1.270548,0.458018,27.0,49.0
2950.0,8.412227,-6.497241,0.122766,4.9e-05,6.0,2.0
2950.0,5.536956,-4.983333,0.189301,0.00065,32.0,2.0
2950.0,6.015662,-5.686224,0.665888,0.335998,56.0,12.0
2950.0,10.485876,-8.85967,0.102504,0.000715,53.0,2.0
2950.0,11.289948,-9.561607,0.119229,0.000891,76.0,2.0
2950.0,2.955246,-5.444875,3.015955,1.646263,90.0,149.0
2950.0,10.071237,-10.368772,2.082908,0.473526,94.0,15.0
2950.0,20.704075,-18.742218,0.335709,0.000559,176.000015,2.0
2950.0,8.100335,-10.130629,2.460538,1.404882,89.0,40.0
2950.0,16.839752,-19.237967,0.05,0.05,0.0,1.0
2950.0,3.687916,-5.451624,0.071383,0.026515,176.999985,3.0
2950.0,3.551423,-6.241127,0.279697,0.136453,179.0,6.0
2950.0,12.700431,-20.657858,4.760504,1.748112,88.000008,41.0
2950.0,6.185816,-10.345833,0.358061,0.080761,119.000008,3.0
2950.0,5.042048,-10.295194,0.547712,0.004255,84.0,2.0
2950.0,5.682275,-11.356837,0.393875,0.000916,77.0,2.0
2950.0,8.544177,-20.532797,3.759083,3.153697,88.000008,33.0
2950.0,3.783144,-9.608608,0.242183,0.0607,156.0,3.0
2950.0,2.828971,-9.996548,3.603423,1.405045,89.0,69.0
2950.0,0.872864,-6.168509,0.59904,0.137682,79.0,10.0
2950.0,0.325687,-9.769371,2.215242,1.629063,43.0,39.0
2950.0,0.133745,-6.161065,0.646502,0.054663,74.0,6.0
2950.0,0.337147,-8.743139,0.193459,0.006204,27.0,4.0
2950.0,2.107143,-24.809608,0.371092,0.012384,28.999998,3.0
2950.0,0.165356,-19.867128,2.535564,1.442189,87.0,22.0
2950.0,-1.108225,13.387978,0.517689,0.420706,10.0,22.0
2950.0,5.873278,14.086158,0.243584,0.06422,126.000008,3.0
2950.0,6.589725,12.661555,0.812972,0.610817,160.0,21.0
2950.0,9.759953,13.888304,0.392032,0.063404,148.0,5.0
2950.0,9.417586,7.591436,0.152232,0.059148,147.000015,11.0
2950.0,15.920804,8.357582,1.859972,0.150541,89.0,15.0
2950.0,17.574917,8.77719,0.05,0.05,0.0,1.0
2950.0,17.879042,7.442946,1.278116,0.035616,176.000015,3.0
2950.0,19.931282,7.221705,0.16671,0.0005,148.0,2.0
2950.0,39.118286,6.89236,3.998049,2.264034,79.0,16.0
2950.0,55.620064,8.763114,1.668568,0.417458,161.999985,3.0
2950.0,44.832951,4.828489,1.124878,0.199375,40.0,3.0
2950.0,37.730122,1.562885,1.966415,0.179163,126.000008,7.0
2951.0,-4.205794,-3.663574,1.187281,1.124104,0.0,63.0
2951.0,-1.899064,-3.739833,1.616662,1.588724,90.0,118.0
2951.0,0.447092,-3.917252,1.894801,1.402254,90.0,111.0
2951.0,2.259541,-3.853227,0.305526,0.061046,90.0,11.0
2951.0,2.335047,-3.332749,0.382254,0.089546,68.0,15.0
2951.0,3.085127,-3.047287,0.506211,0.030938,0.0,10.0
2951.0,5.176785,-3.282393,0.913112,0.31037,22.000002,19.0
2951.0,7.62087,-3.389992,0.325445,0.127535,0.0,5.0
2952.0,0.86459,-3.149574,1.179976,0.208833,176.000015,57.0
2952.0,2.310226,-4.19178,0.461183,0.032968,90.0,9.0
2952.0,3.49925,-3.184511,0.411177,0.268842,0.0,14.0
2952.0,4.903998,-3.591382,0.93278,0.115554,90.0,22.0
2952.0,5.659146,-2.915047,0.750188,0.06593,9.0,13.0
2952.0,7.896427,-3.269582,1.014998,0.430873,0.0,17.0
2953.0,53.291294,-2.380436,3.469172,1.144638,87.0,12.0
2953.0,42.263435,-4.059021,0.905004,0.047649,79.0,4.0
2953.0,30.782526,-2.995408,0.412476,0.002447,27.0,2.0
2953.0,24.588385,-3.154354,0.965912,0.499967,175.0,6.0
2953.0,52.596375,-6.026962,0.05,0.05,0.0,1.0
2953.0,20.098064,-3.795685,1.596848,1.180212,80.0,15.0
2953.0,38.146832,-5.457138,0.05,0.05,0.0,1.0
2953.0,34.457676,-5.958055,1.520526,0.49773,84.999992,7.0
2953.0,17.515945,-3.478684,0.185165,0.001084,35.0,2.0
2953.0,15.032951,-4.33182,1.978044,0.611945,91.0,27.0
2953.0,51.856651,-11.271154,1.856434,0.10582,84.0,6.0
2953.0,22.658525,-5.62704,1.365777,1.046854,91.0,9.0
2953.0,12.576941,-3.993721,1.812646,1.075221,90.0,23.0
2953.0,39.658058,-9.153937,0.05,0.05,0.0,1.0
2953.0,36.904163,-9.620369,0.05,0.05,0.0,1.0
2953.0,10.229961,-4.238072,1.980823,1.373647,90.0,37.0
2953.0,34.253128,-10.96202,2.450348,0.309025,93.0,18.0
2953.0,13.503302,-4.5681,0.317365,0.000651,3.0,2.0
2953.0,7.786226,-4.9228,3.50581,1.290282,90.0,92.0
2953.0,17.94029,-6.452882,1.0082,0.13389,5.0,3.0
2953.0,24.488539,-9.366886,0.191463,0.000458,76.0,2.0
2953.0,5.407742,-4.019895,2.019905,1.466117,90.0,148.0
2953.0,11.062485,-4.926759,0.05,0.05,0.0,1.0
2953.0,22.026993,-9.481828,0.05,0.05,0.0,1.0
2953.0,29.008745,-12.409197,0.43647,0.000376,8.0,2.0
2953.0,12.509119,-5.709321,0.05,0.05,0.0,1.0
2953.0,8.779812,-4.367545,0.05,0.05,0.0,1.0
2953.0,13.599803,-6.534266,0.232277,0.002551,82.0,3.0
2953.0,12.533311,-6.626866,0.283537,0.033404,106.0,3.0
2953.0,22.199051,-11.290995,0.396476,0.02774,90.0,3.0
2953.0,8.673423,-4.886977,0.05,0.05,0.0,1.0
2953.0,17.487467,-10.195677,1.311703,1.22815,169.999985,14.0
2953.0,6.270675,-4.387527,0.265592,0.126787,135.0,4.0
2953.0,15.83849,-9.995756,0.165728,0.001354,26.0,2.0
2953.0,9.872077,-6.781108,0.427975,0.043326,91.999992,5.0
